100,100,0.05,1,0.005,0
100,100,0.05,1,0.005,1
100,100,0.05,1,0.005,2
100,100,0.05,1,0.005,3
100,100,0.05,1,0.005,4
100,100,0.05,1,0.005,5
100,100,0.05,1,0.005,6
100,100,0.05,1,0.005,7
100,100,0.05,1,0.005,8
100,100,0.05,1,0.005,9
100,250,0.02,1,0.005,0
100,250,0.02,1,0.005,1
100,250,0.02,1,0.005,2
100,250,0.02,1,0.005,3
100,250,0.02,1,0.005,4
100,250,0.02,1,0.005,5
100,250,0.02,1,0.005,6
100,250,0.02,1,0.005,7
100,250,0.02,1,0.005,8
100,250,0.02,1,0.005,9
100,250,0.05,1,0.005,0
100,250,0.05,1,0.005,1
100,250,0.05,1,0.005,2
100,250,0.05,1,0.005,3
100,250,0.05,1,0.005,4
100,250,0.05,1,0.005,5
100,250,0.05,1,0.005,6
100,250,0.05,1,0.005,7
100,250,0.05,1,0.005,8
100,250,0.05,1,0.005,9
100,500,0.01,1,0.005,0
100,500,0.01,1,0.005,1
100,500,0.01,1,0.005,2
100,500,0.01,1,0.005,3
100,500,0.01,1,0.005,4
100,500,0.01,1,0.005,5
100,500,0.01,1,0.005,6
100,500,0.01,1,0.005,7
100,500,0.01,1,0.005,8
100,500,0.01,1,0.005,9
100,500,0.02,1,0.005,0
100,500,0.02,1,0.005,1
100,500,0.02,1,0.005,2
100,500,0.02,1,0.005,3
100,500,0.02,1,0.005,4
100,500,0.02,1,0.005,5
100,500,0.02,1,0.005,6
100,500,0.02,1,0.005,7
100,500,0.02,1,0.005,8
100,500,0.02,1,0.005,9
250,100,0.05,1,0.005,0
250,100,0.05,1,0.005,1
250,100,0.05,1,0.005,2
250,100,0.05,1,0.005,3
250,100,0.05,1,0.005,4
250,100,0.05,1,0.005,5
250,100,0.05,1,0.005,6
250,100,0.05,1,0.005,7
250,100,0.05,1,0.005,8
250,100,0.05,1,0.005,9
250,250,0.02,1,0.005,0
250,250,0.02,1,0.005,1
250,250,0.02,1,0.005,2
250,250,0.02,1,0.005,3
250,250,0.02,1,0.005,4
250,250,0.02,1,0.005,5
250,250,0.02,1,0.005,6
250,250,0.02,1,0.005,7
250,250,0.02,1,0.005,8
250,250,0.02,1,0.005,9
250,250,0.05,1,0.005,0
250,250,0.05,1,0.005,1
250,250,0.05,1,0.005,2
250,250,0.05,1,0.005,3
250,250,0.05,1,0.005,4
250,250,0.05,1,0.005,5
250,250,0.05,1,0.005,6
250,250,0.05,1,0.005,7
250,250,0.05,1,0.005,8
250,250,0.05,1,0.005,9
250,500,0.01,1,0.005,0
250,500,0.01,1,0.005,1
250,500,0.01,1,0.005,2
250,500,0.01,1,0.005,3
250,500,0.01,1,0.005,4
250,500,0.01,1,0.005,5
250,500,0.01,1,0.005,6
250,500,0.01,1,0.005,7
250,500,0.01,1,0.005,8
250,500,0.01,1,0.005,9
250,500,0.02,1,0.005,0
250,500,0.02,1,0.005,1
250,500,0.02,1,0.005,2
250,500,0.02,1,0.005,3
250,500,0.02,1,0.005,4
250,500,0.02,1,0.005,5
250,500,0.02,1,0.005,6
250,500,0.02,1,0.005,7
250,500,0.02,1,0.005,8
250,500,0.02,1,0.005,9
500,100,0.05,1,0.005,0
500,100,0.05,1,0.005,1
500,100,0.05,1,0.005,2
500,100,0.05,1,0.005,3
500,100,0.05,1,0.005,4
500,100,0.05,1,0.005,5
500,100,0.05,1,0.005,6
500,100,0.05,1,0.005,7
500,100,0.05,1,0.005,8
500,100,0.05,1,0.005,9
500,250,0.02,1,0.005,0
500,250,0.02,1,0.005,1
500,250,0.02,1,0.005,2
500,250,0.02,1,0.005,3
500,250,0.02,1,0.005,4
500,250,0.02,1,0.005,5
500,250,0.02,1,0.005,6
500,250,0.02,1,0.005,7
500,250,0.02,1,0.005,8
500,250,0.02,1,0.005,9
500,250,0.05,1,0.005,0
500,250,0.05,1,0.005,1
500,250,0.05,1,0.005,2
500,250,0.05,1,0.005,3
500,250,0.05,1,0.005,4
500,250,0.05,1,0.005,5
500,250,0.05,1,0.005,6
500,250,0.05,1,0.005,7
500,250,0.05,1,0.005,8
500,250,0.05,1,0.005,9
500,500,0.01,1,0.005,0
500,500,0.01,1,0.005,1
500,500,0.01,1,0.005,2
500,500,0.01,1,0.005,3
500,500,0.01,1,0.005,4
500,500,0.01,1,0.005,5
500,500,0.01,1,0.005,6
500,500,0.01,1,0.005,7
500,500,0.01,1,0.005,8
500,500,0.01,1,0.005,9
500,500,0.02,1,0.005,0
500,500,0.02,1,0.005,1
500,500,0.02,1,0.005,2
500,500,0.02,1,0.005,3
500,500,0.02,1,0.005,4
500,500,0.02,1,0.005,5
500,500,0.02,1,0.005,6
500,500,0.02,1,0.005,7
500,500,0.02,1,0.005,8
500,500,0.02,1,0.005,9
